590,1358,4.0,1258421269
489,62344,1.5,1333833038
560,7438,4.0,1469650030
500,2081,3.0,1005528355
91,2298,4.0,1112718156
514,5925,2.0,1534114147
249,33615,3.5,1349466506
307,43679,1.0,1186259217
91,3175,3.5,1112713784
415,296,5.0,1382470083
361,32019,4.0,1204041913
19,2642,1.0,965704033
294,1015,1.0,966634003
140,4018,4.0,997958555
217,2379,3.0,955945401
404,316,3.0,838375745
86,72356,4.5,1344192870
343,296,4.5,1202061332
6,502,3.0,845554455
603,3091,4.0,953927591
40,327,4.0,832059585
169,4039,4.5,1059427674
199,4641,4.0,1133207859
346,3535,3.5,1094646631
274,53519,1.5,1200536245
426,3247,4.5,1451082194
381,2953,2.0,1164381760
19,3798,2.0,965702843
258,7147,5.0,1534892891
475,88140,4.5,1498030855
19,2279,2.0,965705219
608,1772,2.5,1117506891
288,344,3.0,978559935
542,3911,0.5,1163387886
70,2858,4.0,1355185380
249,48304,3.5,1346755240
274,54648,2.0,1198614184
414,166024,4.5,1522624338
477,832,3.0,1269832640
174,480,5.0,848486962
469,2915,3.0,965425513
23,2686,4.0,1107164093
135,2746,4.0,1009694943
419,33794,5.0,1351542077
182,4446,3.0,1126562118
89,2935,1.0,1520408337
139,102445,2.0,1453924988
198,1258,3.0,1034137298
18,527,4.5,1455050006
359,1960,4.5,1192499427
249,67695,3.0,1356550231
125,160080,3.5,1475283110
372,1597,3.0,874414521
474,720,4.0,1052485296
201,1527,4.0,941211417
288,3552,3.0,975692602
474,1262,4.0,1078151740
342,3824,2.0,1042821872
73,56775,3.5,1464198842
47,3147,5.0,1496205029
349,296,4.0,834750311
448,788,3.0,1019128497
330,595,2.5,1285905018
603,645,3.0,953924781
448,47810,1.0,1180460260
222,8529,3.0,1391375788
534,2355,3.5,1459787996
200,8977,3.0,1229877216
323,172,1.5,1422640468
480,2716,4.0,1179161944
42,647,2.0,996216210
169,6218,4.0,1070250407
605,533,4.0,1277176829
600,2084,3.5,1237714669
463,296,4.0,1145460490
274,6196,3.5,1172030791
76,47,3.5,1439168120
236,1350,4.0,943013896
249,112175,3.5,1409828417
274,31878,3.0,1171759411
599,55061,1.0,1498531554
288,2761,4.0,1050509853
288,2384,3.5,1054569025
606,1658,2.5,1190729481
160,2408,1.0,971114703
265,1084,3.0,965316167
127,2763,4.0,1263527039
387,1235,4.5,1094942147
160,2808,1.0,971114607
98,81845,5.0,1532457912
23,4027,3.0,1107341758
560,102903,1.5,1469649211
292,5400,4.0,1046391265
408,6863,4.0,1467379697
475,2571,4.5,1498029365
307,2072,3.5,1186084231
39,1214,5.0,974787510
239,6942,3.5,1221159133
317,104879,5.0,1430513659
154,356,5.0,1486297094
474,1617,5.0,988926266
87,5971,5.0,1296109039
301,141,4.0,1211378832
249,96737,4.0,1386591768
610,68358,4.0,1493844951
119,4387,4.5,1436563749
408,79592,4.0,1468253547
414,7884,4.0,1158355392
505,54999,3.0,1298779787
187,4034,3.0,1180734787
177,1104,5.0,1435535246
156,3030,5.0,946799236
313,1320,3.0,1030475022
159,96821,3.5,1508641283
312,1206,5.0,1043176581
532,2288,4.0,1025523852
460,5903,3.5,1359176993
113,3044,3.0,980307528
371,3793,4.0,1407692706
239,593,3.5,1221158095
206,140,4.0,850763402
246,616,4.0,1353864692
409,1276,5.0,968978828
562,7293,4.0,1368896722
142,377,4.0,838934449
476,48,4.0,835022192
224,505,2.0,971811286
332,26131,4.5,1352674373
601,134853,5.0,1521397599
113,3556,3.0,980051421
184,106782,5.0,1537099242
527,1031,4.0,1033175958
590,593,3.5,1258420374
477,5378,4.0,1200940178
514,3897,3.5,1533872643
18,91658,3.5,1456770596
483,500,3.5,1178293521
414,1262,5.0,961512341
599,2170,1.5,1519262930
174,300,2.0,848487060
483,44665,4.5,1199992808
186,2161,4.0,1031087675
599,276,3.0,1498523577
458,329,4.0,845651700
603,3531,5.0,954482325
217,3020,2.0,955941099
380,53972,2.0,1494690916
599,818,2.0,1498510805
132,2108,3.0,1157968789
507,457,4.0,838964604
275,1747,4.0,1049076522
606,2422,1.5,1172012186
103,317,4.0,1431957402
495,86911,0.5,1458636328
368,2762,4.0,971275394
534,104241,4.0,1459787998
109,110,5.0,841106621
405,54503,4.0,1295933110
64,31878,4.0,1161530878
235,48,3.0,841422615
4,21,3.0,986935199
502,3671,5.0,1111757748
603,3007,3.0,954481981
186,1320,4.0,1031080323
195,2268,4.0,974707845
224,1394,5.0,971811933
20,4846,2.5,1054037303
193,86347,0.5,1436558865
599,2355,3.0,1498521543
50,60397,2.5,1514239353
579,1923,5.0,958882329
298,81932,3.0,1447517000
5,589,3.0,847435258
448,4084,3.0,1019124686
129,2791,4.0,1167376396
600,3793,3.0,1237742311
86,318,4.5,1343945158
325,2867,3.0,1039396702
10,109487,0.5,1455398092
101,3174,5.0,968441080
64,6975,4.0,1161530330
608,364,3.5,1117408428
105,5014,4.5,1447574038
298,52328,3.0,1449592536
274,79702,3.0,1288866052
305,5418,3.5,1518197933
232,69640,4.0,1247190951
174,62,1.0,848487212
111,53953,0.5,1516141317
448,89492,4.0,1355584097
599,1959,3.0,1519139634
414,1569,4.0,961438822
221,7056,4.5,1111178526
474,4055,3.0,1047054663
51,2249,5.0,1230931264
28,27450,2.5,1234850089
555,1396,3.0,978841464
199,3160,4.0,1401308949
410,2064,5.0,990910063
226,223,5.0,1095662774
603,593,5.0,963179273
288,4815,4.0,1033419058
572,17,5.0,945888053
597,1284,4.0,941728717
606,3824,3.0,1171405028
91,2997,3.5,1112711084
610,1089,5.0,1479542947
606,7101,2.5,1173396473
69,2476,4.0,1021643744
376,19,2.0,1364994453
82,3452,3.5,1084467615
387,1350,4.0,1094939668
534,2706,4.5,1459787999
91,3018,4.5,1112712579
534,68319,3.0,1459787998
382,7573,3.0,1515249538
477,1358,4.0,1200946209
314,813,3.0,851286667
532,6,5.0,1025523798
28,1222,4.0,1234338173
249,4701,4.0,1353800140
271,1225,3.0,1234302654
437,52,4.0,859721046
474,6810,3.5,1089386591
58,457,5.0,847718433
111,33646,4.5,1516155239
182,4727,3.5,1075765339
603,2517,1.0,953925740
477,3785,0.5,1200944987
610,152077,4.0,1493845817
288,2141,3.0,975692782
103,37729,4.0,1431969626
361,47099,4.0,1204041708
27,1196,4.0,962686386
425,5816,3.5,1106482514
64,30707,3.5,1161520729
599,68319,2.5,1498517692
62,1721,4.0,1521822338
599,580,3.0,1519351681
473,6281,2.0,1169351257
387,3471,3.5,1094876727
587,2779,4.0,953139828
212,1210,3.5,1523216796
68,4262,5.0,1158533289
600,2907,3.0,1237852153
164,4023,3.0,999708085
281,252,3.0,1182999673
198,1250,5.0,1034138384
19,1848,2.0,965704331
73,91500,4.0,1464199280
21,3617,2.0,1403459815
385,1012,3.0,842892242
20,4025,3.5,1054147190
91,2791,4.5,1112713536
292,68554,3.5,1262376605
317,91630,4.0,1430513478
232,71057,3.5,1283133268
158,2826,4.5,1290765010
605,724,2.0,1277176716
292,3984,5.0,973817064
21,54276,3.5,1427558503
182,4823,3.0,1055155476
479,1302,4.0,1039392576
315,2554,2.0,939922322
152,89492,4.0,1450867862
264,33493,4.0,1136978730
504,5299,3.5,1072065948
525,72998,3.0,1476476148
339,1466,4.0,1460517435
382,1702,3.5,1515161690
132,3081,3.0,1157922292
211,49272,4.5,1350912470
177,51925,3.5,1435837886
318,100106,3.5,1422524187
161,2080,3.5,1176498595
217,393,1.0,955941778
313,3032,5.0,1030474825
541,464,3.0,835644573
381,47,2.0,1166980226
74,50274,4.0,1207500819
292,97470,1.0,1442181790
9,5962,1.0,1044657338
182,1129,2.5,1054780979
570,1270,4.0,1181477168
500,180,4.0,1005527980
586,166461,5.0,1529899305
37,329,3.0,845239483
587,2406,4.0,953139030
65,97921,3.0,1494767083
368,3063,2.0,971277040
187,7022,3.5,1161849344
19,2463,2.0,965706209
408,165101,4.0,1485814541
23,2726,4.0,1108703148
419,288,1.5,1321659222
599,95163,3.5,1519131553
172,593,4.0,1290913671
590,69844,4.0,1297830495
275,4345,5.0,1049077696
84,491,3.0,858771951
290,2013,4.0,975032333
234,2628,3.0,1004408301
468,317,3.0,831400519
305,1237,3.5,1464676090
318,1222,4.0,1235482996
76,260,4.0,1439165601
311,3977,1.0,1057854901
420,3081,4.5,1218206931
356,3793,3.5,1229143154
339,93840,3.5,1460518900
403,2761,3.0,1225243390
99,266,4.0,829828006
42,1500,5.0,996218348
462,3925,1.5,1123890700
285,3296,4.0,1468964357
16,7099,3.5,1377477464
610,89864,4.0,1493845333
474,1025,3.0,983032763
527,5218,4.0,1033174442
268,1230,4.0,940173779
408,69278,4.0,1467454073
95,5810,4.0,1043535872
80,83134,3.0,1377473870
141,260,4.0,1513129794
318,94677,4.0,1417280088
280,231,3.0,1348532143
288,2077,3.5,1054569077
337,719,3.0,860255929
462,102445,2.0,1435335723
131,1089,4.0,1349840429
57,3066,5.0,965799571
249,73929,3.0,1430483031
380,1223,5.0,1493473895
43,553,4.0,848993983
292,1017,4.5,1265679891
246,29,5.0,1353864666
221,903,5.0,1111178200
494,1196,5.0,1001666564
116,539,4.0,1337199887
570,4022,4.5,1181554622
91,474,3.5,1112713360
301,4246,3.5,1211378838
380,3751,4.0,1493420090
604,105,2.0,832080193
413,593,5.0,1484439762
294,3524,2.0,966596048
387,1387,3.5,1094876734
599,4632,2.5,1498515250
271,2641,2.5,1234301763
504,6879,4.0,1072066558
334,4235,3.5,1225478937
68,116797,3.5,1526947636
606,8454,3.5,1171502042
298,115149,3.0,1450452560
428,3052,4.5,1111487690
286,6,4.5,1119563039
177,44199,5.0,1435524784
550,60069,4.0,1488728600
317,110,5.0,1430364906
156,1042,3.0,946799612
603,2987,3.0,953925390
249,3702,3.0,1432061315
81,161,3.0,845299756
348,5291,4.5,1378850270
177,25746,3.0,1435537593
590,43871,2.5,1267151260
604,273,3.0,832080545
380,316,5.0,1494278656
411,551,4.0,835532588
292,68597,4.0,1323631767
91,231,3.0,1112713266
425,1148,3.5,1085490686
239,2141,4.0,1221147497
182,2010,5.0,1054779910
474,92,3.5,1087832141
610,3979,2.5,1493847839
306,8360,3.0,1518381034
64,1552,2.0,1161529368
590,440,4.0,1258416654
226,2398,2.5,1096420024
14,434,4.0,835441066
318,135143,4.5,1512681753
380,3114,5.0,1493473886
409,2694,1.0,968978115
599,3688,1.0,1519337653
415,930,4.0,1382470019
573,6378,4.0,1186722628
182,5945,3.5,1054780517
480,4085,3.0,1179160832
419,1221,4.0,1321659193
266,223,4.0,944940274
43,631,5.0,848994814
111,170399,4.0,1516153478
432,6016,4.0,1315243024
608,4239,4.0,1147794798
535,2805,1.0,939028760
509,46972,3.0,1435994476
232,2087,3.0,1076956017
307,42725,3.0,1186260611
202,1129,3.0,974923220
332,3578,3.5,1352673019
580,1408,3.5,1167792617
28,61024,2.0,1234854178
313,1125,1.0,1030558411
387,2140,3.5,1095041048
88,26974,3.0,1331420901
160,1196,4.0,971113406
51,260,5.0,1230931614
554,718,5.0,944903402
343,54881,5.0,1202060755
372,628,4.0,874416842
599,913,3.5,1498501240
274,1321,3.5,1288172935
567,117877,3.0,1525287604
414,5072,4.0,1021986456
420,73,4.0,1218036406
599,4880,3.0,1519240033
177,1275,1.5,1435534643
368,2288,2.0,971275634
105,4963,4.0,1446573318
92,2454,4.0,1294941568
474,899,4.0,1083589280
68,5481,2.5,1158533144
111,6187,3.5,1516144177
209,60684,5.0,1524522466
275,1187,5.0,1049079020
606,6810,3.5,1171365367
391,3863,3.0,1030824520
198,2478,2.0,1034137364
105,73881,4.5,1446574063
483,1032,4.0,1215896240
590,1097,4.5,1258420584
68,4270,3.5,1158533297
42,410,2.0,996220754
17,1093,4.0,1305696318
534,27706,4.5,1459787996
177,76251,3.0,1435524838
111,3408,3.5,1516140880
33,2490,3.0,939654747
186,2174,3.0,1031087641
283,608,4.0,901227779
17,6350,5.0,1322628881
149,2012,2.0,902084836
579,2078,2.0,958881146
596,71057,4.0,1535827098
219,616,3.0,1194681357
189,68954,4.5,1439465136
246,45722,4.5,1354125450
307,7324,3.0,1186173488
599,6166,1.5,1498503959
232,377,3.5,1218165891
18,73017,4.5,1455749266
20,3555,3.0,1054147183
357,3481,3.0,1348610385
415,3468,4.5,1382470192
200,2671,4.0,1229887303
79,1196,5.0,975281343
45,2712,3.0,1121724840
160,1385,1.0,975849881
216,1965,3.0,975212662
381,2085,3.0,1164381726
525,62434,3.5,1476476638
438,1580,4.0,1105664207
414,6816,4.0,1065799981
288,5428,1.0,1029873895
274,27772,2.5,1172023878
249,1432,3.5,1354225855
381,1307,3.5,1200824486
372,588,4.0,874415991
3,3949,0.5,1306464245
89,33090,5.0,1520409362
597,1345,5.0,941640433
606,2311,4.0,1171326048
66,6287,4.5,1113190421
376,8798,3.5,1364933479
382,1431,3.0,1515174737
332,6287,3.5,1352671887
294,1194,5.0,966595946
608,63,0.5,1117506926
404,296,3.0,838375694
414,5810,4.0,1037023875
391,1219,5.0,1030945710
130,292,5.0,832589635
221,922,5.0,1118246926
610,95858,4.0,1493846635
232,38038,2.5,1182910140
483,457,2.5,1178293346
286,4995,5.0,1119563940
458,457,5.0,845651670
460,1968,4.0,1359177527
599,2278,3.0,1498525432
599,3735,3.0,1519123018
420,7458,3.0,1218207066
597,2110,5.0,941641222
414,6377,4.5,1055777981
417,106920,4.5,1529284100
381,5308,3.5,1167543574
387,2420,3.0,1197340910
400,318,5.0,1498870167
414,1747,4.0,994167446
414,4016,4.0,994692767
414,5364,3.5,1074530440
556,54001,4.0,1534321024
599,1079,2.5,1498516300
307,58559,4.5,1218117699
346,32587,2.5,1125857645
68,1556,3.0,1261623975
339,49530,4.0,1460183084
380,3527,5.0,1493474135
199,1500,3.0,943698653
260,1073,4.0,1109409041
414,2867,3.0,961596097
599,4240,2.0,1519371214
453,3536,4.0,972621501
24,4855,4.0,1458941759
253,965,3.5,1286642850
219,1566,2.5,1195944556
436,536,3.0,833531946
64,7160,4.0,1161559732
483,88140,3.0,1315436453
608,2011,2.5,1117504454
387,1254,4.0,1094876957
462,2076,4.5,1124158233
376,4993,4.5,1364933127
62,106487,4.0,1521490112
18,158972,3.5,1511651100
393,54286,5.0,1430505955
139,5254,1.5,1453924651
158,2428,4.0,1290764853
330,3578,4.0,1285905144
480,7361,4.5,1179160117
525,5669,4.0,1476477215
567,26717,0.5,1525285883
373,2,3.0,846830111
425,6300,4.0,1163190850
239,6870,4.5,1221159038
207,2384,0.5,1258548206
352,3409,4.0,1493673872
219,1097,2.5,1218210265
380,5093,4.0,1494267624
52,58559,5.0,1468051847
474,1214,4.0,1103379434
477,1676,2.0,1200941242
564,111659,1.0,1481817397
237,44191,4.0,1410632572
534,102686,3.0,1459787998
405,1247,4.0,1295931965
559,135,3.0,865096085
593,35836,4.5,1181008495
43,442,5.0,848993958
282,2717,4.5,1378489661
605,74530,3.0,1277176182
414,6868,3.0,1095465802
45,21,4.0,1091306011
294,1262,4.0,966633760
156,8571,3.5,1106881899
589,529,3.0,856043430
474,927,4.0,1100119644
80,8861,4.0,1377391245
160,2643,1.0,971436871
191,314,4.0,829760898
275,2248,4.0,1049076865
553,5513,5.0,1219561152
73,52722,5.0,1464275313
363,1246,4.0,1502584557
69,1610,4.0,1021644946
19,223,3.0,965705917
147,1234,4.5,1203267710
474,3360,3.5,1132423135
249,8961,4.0,1426988948
597,1299,5.0,941639399
295,555,5.0,1320064706
41,1265,3.0,1459367661
91,1994,4.0,1112711583
480,2406,4.5,1179178641
91,2174,4.0,1112711866
448,2571,2.0,1162753923
351,87222,3.5,1328296552
414,6947,4.0,1105637550
382,5501,0.5,1515163351
387,999,3.0,1095041486
42,381,4.0,996221208
115,3753,4.0,977610173
292,1073,4.5,1265680442
177,45672,2.5,1435525411
469,1394,5.0,965336863
68,6953,2.5,1158533556
610,6503,1.5,1493846056
341,45672,4.0,1439751289
599,1350,2.5,1498516703
469,1527,5.0,965334400
18,595,3.0,1455209900
511,318,5.0,1450093982
260,1084,4.5,1109408445
418,5816,4.5,1461868033
603,2885,2.0,953925072
414,1810,3.0,961518026
62,128360,5.0,1521489877
414,1821,3.0,961438796
368,3755,4.0,971276761
477,788,3.0,1200939992
38,485,3.0,841341650
318,143896,4.5,1535036899
263,5459,2.0,1026158427
135,1580,4.0,1009691695
222,90405,4.0,1391349194
294,1367,3.0,966596621
607,3793,3.0,964743155
66,762,2.5,1099187133
247,32,3.0,1467661273
160,1288,4.0,971113579
367,527,3.0,997810980
346,26729,4.0,1172692081
280,4306,4.5,1348532168
263,17,5.0,940384427
73,81591,4.0,1464199392
448,594,4.0,1019126687
480,49272,4.5,1179161103
64,3386,4.5,1161559855
198,1246,5.0,1034138519
89,48982,4.0,1520408708
241,2997,3.5,1447540791
322,608,4.5,1217676232
161,5643,4.5,1176746775
178,589,4.0,1164355211
40,329,3.0,832058930
480,1610,4.5,1179162264
600,2937,4.5,1237858062
590,1214,4.5,1258420654
381,719,3.5,1167543588
477,1792,4.0,1201160077
453,3247,5.0,1005967402
608,3316,2.5,1117506869
274,7845,3.5,1172030767
219,2231,4.0,1194686752
101,2770,2.0,968440874
517,7046,0.5,1488399304
432,2571,3.5,1315244945
290,3035,5.0,975031333
177,30707,5.0,1435524523
600,344,3.0,1237709122
177,95167,4.0,1435804550
352,119145,4.0,1493674412
122,8874,5.0,1461561501
603,3639,4.0,963176570
380,82461,3.0,1493420779
356,1265,4.0,1229140015
288,1297,4.0,1079984469
438,1047,3.0,1105670404
428,2683,2.0,1111524238
382,35836,4.0,1515160956
322,1923,4.0,1217676463
129,1721,3.5,1167375999
275,6156,4.0,1049077854
6,104,4.0,845554349
117,19,2.0,844162892
590,5679,3.0,1258422483
373,338,3.0,846830503
534,138036,3.5,1459787996
474,5963,3.5,1081177536
220,71264,2.0,1266566571
56,69,4.0,835799457
610,4467,4.5,1479543376
592,240,2.0,837351074
13,1721,4.0,987456818
171,720,5.0,866905795
280,33166,4.5,1348436135
177,1499,2.0,1435535370
599,4440,2.5,1498540742
368,2803,3.0,971276726
314,480,3.0,834241459
42,1466,4.0,996218645
525,8961,3.5,1476476089
51,3614,3.5,1230931040
387,1223,4.0,1094942143
599,20,1.5,1498504813
133,288,2.0,843491249
298,2858,4.0,1452692171
20,1025,5.0,1054038107
249,480,4.0,1346847728
477,1485,2.0,1200941244
15,91500,3.0,1510573214
198,1259,4.0,1034137711
538,3552,4.0,1307845513
133,457,4.0,843490862
101,2694,3.0,968440874
249,162606,3.5,1496533192
195,4389,3.0,1009762657
339,4226,4.5,1460868616
448,82499,2.5,1338743542
73,131013,3.5,1464198460
132,68954,3.5,1329983748
387,5283,1.5,1131921611
567,106696,0.5,1525289874
104,37729,3.5,1357584407
57,2770,4.0,965797285
559,110,4.0,845475880
610,113573,3.0,1493847726
597,1641,4.0,941558069
239,1225,3.5,1221158896
489,587,4.0,1333101434
47,2762,3.0,1496205184
111,183227,3.5,1517440658
535,2881,1.0,939028580
596,1968,3.5,1535827140
292,102123,1.5,1421974644
354,1732,4.0,1200941462
595,50,5.0,938807286
525,5218,3.0,1476479479
223,2628,3.0,1226209795
426,3408,5.0,1451081206
21,3868,4.0,1403460977
241,47,4.0,1447540959
470,592,3.0,849074736
274,4040,3.0,1171828429
274,4388,3.0,1171787256
476,594,4.0,835021778
422,4159,3.0,986172455
414,6720,3.0,1064941990
525,1088,4.5,1476478367
220,1580,5.0,1230055820
274,45517,3.5,1221685753
141,2706,3.0,1513130764
520,5669,3.5,1326687434
23,1464,4.0,1107163869
401,152081,4.0,1510449426
312,1094,4.0,1043177200
597,357,5.0,941558116
457,1197,5.0,993610548
268,165,2.0,940181204
421,61132,0.5,1311494280
36,1892,3.5,1100803720
274,43917,2.0,1171932837
577,2146,4.0,945978570
599,3328,3.0,1498525667
469,2628,3.0,965334591
348,3083,4.5,1378851558
489,733,3.5,1332772840
600,1235,5.0,1237715383
69,1721,4.0,1021643744
100,1213,3.5,1100183731
112,6,4.5,1513989933
282,49530,4.5,1378494997
191,161,2.0,829760897
140,1661,3.0,967047762
234,648,4.0,1004408285
522,82461,5.0,1297482357
332,849,2.0,1352670933
514,165103,3.5,1534651337
313,3994,5.0,1030474839
274,1792,3.5,1285027020
603,2312,3.0,953928295
111,1513,3.0,1518903920
305,74795,4.0,1460563969
68,1127,3.5,1158532522
224,3496,5.0,971813011
438,27808,4.0,1105649595
105,26903,4.0,1446572250
608,4019,3.5,1117408552
89,95543,4.0,1520408596
608,531,1.5,1117415614
307,367,1.5,1186160996
600,3114,2.0,1237759102
525,122882,4.5,1476475970
381,1036,2.0,1164877369
294,1500,4.0,966595113
142,457,4.0,838932766
135,919,5.0,1009693267
599,32515,2.5,1519178064
462,1287,4.0,1130433674
344,8360,5.0,1420496644
368,2409,3.0,975829889
610,96079,4.0,1493846754
57,1646,1.0,972175891
375,1411,5.0,1225230702
414,333,3.0,961439132
605,4306,3.5,1277175745
479,919,5.0,1039362544
387,4226,4.5,1094875856
232,296,5.0,1241823280
182,5218,3.5,1063275734
362,64614,4.0,1530639990
414,5049,3.5,1073679729
606,357,4.0,1171754880
19,445,2.0,965706907
298,1884,3.5,1449756307
287,187,4.5,1110230894
425,5299,3.5,1114173121
385,305,3.0,834693629
480,30825,2.5,1179165328
160,2640,4.0,971114178
68,45928,4.0,1332628709
351,1959,3.0,1325978085
580,2355,3.5,1167792353
474,7981,4.0,1107193601
154,1704,5.0,1486297118
610,48678,3.0,1495959053
239,7143,5.0,1221158612
57,904,5.0,965795803
603,4148,2.0,1000194556
298,1201,4.0,1450452228
378,71535,2.0,1445347912
603,2616,1.0,963177760
528,1213,4.0,1391735936
405,5810,4.0,1295936691
608,4719,3.5,1117675104
599,353,2.5,1498517384
304,338,4.0,897895513
41,103980,3.0,1458939124
11,1687,3.0,902154647
414,3701,2.5,1073680021
453,861,5.0,1005968135
460,51255,4.5,1359177903
68,34,1.0,1158531735
570,597,4.0,1181477238
474,160,1.0,1047055195
389,719,4.0,857934552
590,6753,3.0,1258426928
600,8973,1.5,1237711824
27,2080,4.0,965149710
325,1370,2.0,1039399069
220,10,4.0,1230055828
137,4995,4.0,1204859463
414,3005,1.0,961436556
104,6711,3.0,1161675752
288,1042,3.0,978559702
590,2571,4.0,1258419539
249,137857,4.5,1462121824
418,4246,0.5,1461868092
68,2003,2.0,1158533168
560,3301,3.0,1469649214
15,596,2.0,1510578088
443,72998,3.0,1420236662
159,150,4.0,1508641167
67,4306,3.5,1501273883
597,145,2.0,941729576
596,95167,4.0,1535627502
438,648,4.0,1105664328
290,1358,4.0,974943069
313,2916,3.0,1030474727
561,95875,2.5,1491091728
345,2858,4.0,1342828817
420,6287,3.5,1218039698
129,2105,4.0,1167378226
305,1178,5.0,1516130775
57,485,3.0,965797759
342,3004,3.0,1042821919
309,2353,4.5,1086563404
232,2470,3.0,1182909936
542,4973,3.5,1163386898
298,40819,2.5,1447560592
299,3623,3.0,974620300
423,318,5.0,1155285853
28,31101,3.0,1234570410
322,750,4.0,1217676540
605,837,3.0,1277175862
275,5464,2.0,1049079480
448,67255,4.0,1356808249
514,31150,2.0,1533946512
424,6290,4.5,1457902361
328,1258,4.0,1494210672
600,30810,5.0,1237713647
105,260,4.0,1446572093
51,1224,5.0,1230930522
123,1196,4.0,1447291880
160,1214,2.0,971113925
232,44191,5.0,1218164812
122,4816,4.5,1461561829
607,3438,3.0,963080528
1,47,5.0,964983815
599,95499,4.0,1519132821
269,1047,3.0,850865772
42,1608,4.0,996220054
275,1097,4.0,1049079449
275,1875,5.0,1049076793
325,2391,4.0,1039396510
555,3354,3.0,978842077
390,27695,3.0,1250337680
307,4403,3.0,1186260278
517,1010,3.0,1487954433
387,6942,3.0,1179563608
261,30810,1.0,1404880963
400,52722,2.5,1498870208
160,2021,1.0,971114208
573,733,4.5,1248842423
220,2011,4.5,1230062146
474,943,3.5,1088426742
